fightID,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_striker,B_BJJ,B_freestyle,B_wrestling,B_kickboxing,B_unknown,B_grappling,R_striker,R_BJJ,R_freestyle,R_wrestling,R_kickboxing,R_unknown,R_grappling,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,R_Stance_nan,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_nan,B_Country_Argentina,B_Country_Australia,B_Country_Austria,B_Country_Brazil,B_Country_Canada,B_Country_China,B_Country_Denmark,B_Country_Iceland,B_Country_Jamaica,B_Country_Japan,B_Country_Nigeria,B_Country_Northern Ireland,B_Country_Norway,B_Country_Palestine,B_Country_Russia,B_Country_Tunisia,B_Country_USA,B_Country_brazil,B_Country_england ,B_Country_poland,B_Country_sweden,R_Country_Afghanistan,R_Country_Argentina,R_Country_Australia,R_Country_Austria,R_Country_Brazil,R_Country_China,R_Country_Denmark,R_Country_Germany,R_Country_Ghana,R_Country_Iceland,R_Country_New Zealand,R_Country_Nigeria,R_Country_Palestine,R_Country_Russia,R_Country_USA,R_Country_brazil,R_Country_canada,R_Country_england ,R_Country_ireland
71,0.4436682765148561,15,2,0,1,2,3,5,0,0,1,1,1,0,0,0.8571428571428577,0.5,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5696690510706429,9,0,1,0,1,2,1,0,0,0,2,0,0,0,0.4285714285714288,0.20000000000000015,0.5,30,31,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.4742116846424055,33,0,0,1,3,9,6,0,0,0,2,4,3,0,0.4285714285714288,0.5999999999999996,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5696690510706429,12,0,1,0,1,1,3,0,0,1,0,0,0,0,0.4285714285714288,0.4000000000000004,0.5,31,34,0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.5347182455548515,27,0,3,0,3,9,3,0,0,0,3,2,4,0,0.2857142857142865,0.09999999999999963,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3860267997325889,26,0,4,0,4,8,4,0,0,0,1,0,7,0,0.4285714285714288,0.20000000000000015,0.5,33,31,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.6525299484169693,6,0,1,0,1,1,1,0,0,0,1,0,0,0,0.2857142857142865,0.4000000000000004,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4337752635941856,17,0,1,0,3,4,3,0,0,0,0,3,1,0,0.4285714285714288,0.2999999999999998,0.5,23,35,1,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.2623574019408434,2,0,1,0,1,1,0,0,0,0,0,1,0,0,0.2857142857142865,0.2999999999999998,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5646420323748579,25,0,0,1,4,6,3,0,0,1,4,1,0,0,0.4285714285714288,0.20000000000000015,0.5,29,31,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.3737284927932242,4,0,0,1,1,1,1,0,0,0,0,1,0,0,0.4285714285714288,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3869131739604002,26,0,3,0,3,7,4,0,0,1,4,2,0,0,0.7142857142857135,0.4000000000000004,0.5,35,38,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
77,0.2127157469840434,19,0,0,1,7,7,1,0,0,1,2,3,1,0,0.4285714285714288,0.2999999999999998,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5050003231629298,26,0,1,0,4,8,3,0,0,1,2,5,0,0,0.5714285714285712,0.09999999999999963,0.5,32,31,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.15322868204522191,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.2857142857142865,0.20000000000000015,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3402721177536056,6,0,2,0,2,2,1,0,0,0,0,2,0,0,0.5714285714285712,0.09999999999999963,0.5,31,29,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.7919873222564947,57,2,5,0,5,14,9,0,0,1,2,2,9,0,0.5714285714285712,0.5999999999999996,0.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3338930889704422,40,4,0,1,5,9,7,0,0,1,1,3,4,0,0.2857142857142865,0.20000000000000015,0.0,34,32,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
80,0.5240578593028214,23,0,2,0,2,6,4,0,0,1,1,4,0,0,0.2857142857142865,0.09999999999999963,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2015534325234713,19,0,0,1,5,9,2,0,0,0,0,6,3,0,0.4285714285714288,0.5,0.5,27,27,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.6525299484169693,6,0,2,0,2,2,0,0,0,0,2,0,0,0,0.0,0.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3286238014970833,24,0,3,0,3,8,3,0,0,0,2,2,4,0,0.2857142857142865,0.09999999999999963,0.5,35,33,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.4906894709095755,58,5,3,0,5,13,7,0,0,3,4,6,0,0,0.4285714285714288,0.4000000000000004,0.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7863416232427509,28,1,3,0,6,9,1,0,0,0,5,2,2,0,0.4285714285714288,0.20000000000000015,0.5,37,31,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83,0.6525299484169693,6,0,0,2,0,0,2,0,0,0,0,0,0,0,0.2857142857142865,0.20000000000000015,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2155136397485793,10,0,3,0,3,4,2,0,0,0,0,0,4,0,0.8571428571428577,0.4000000000000004,0.5,29,27,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
84,0.1760144410902088,12,0,1,0,2,5,3,0,0,0,0,3,2,0,0.5714285714285712,0.5999999999999996,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.3309050763098266,6,0,3,0,3,3,0,0,0,0,1,1,1,0,0.4285714285714288,0.5,0.5,29,28,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,0.0881999242992009,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.5714285714285712,0.5999999999999996,0.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.4719005560011994,19,0,2,0,2,4,5,0,0,0,1,2,1,0,0.2857142857142865,0.09999999999999963,0.5,30,30,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
86,0.762514156003761,33,0,0,1,7,9,2,0,0,1,5,2,1,0,0.8571428571428577,0.4000000000000004,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8416079790615348,78,4,0,2,5,18,9,0,0,0,10,4,4,0,0.0,0.0,0.0,27,34,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.12931005850645558,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0.4285714285714288,0.2999999999999998,0.5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.37037642824776856,43,0,2,0,3,10,6,0,0,0,5,4,1,0,0.4285714285714288,0.4000000000000004,0.5,34,34,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88,0.2503375052697306,24,1,2,0,3,8,4,0,0,0,2,0,6,0,0.7142857142857135,0.5,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3243361727792621,75,2,6,0,6,18,11,0,0,3,9,6,0,0,0.2857142857142865,0.20000000000000015,0.5,31,37,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89,0.3703649363580852,4,0,0,1,1,1,1,0,0,0,0,0,1,0,0.8571428571428577,0.5,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5696690510706429,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0.2857142857142865,0.4000000000000004,0.5,32,22,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5871968063040618,32,0,0,2,4,8,4,0,0,0,4,1,3,0,0.5714285714285712,0.2999999999999998,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.41960394489471214,79,2,5,0,7,20,9,0,0,1,8,1,10,0,0.7142857142857135,0.20000000000000015,0.5,29,41,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.4181905044202181,18,0,1,0,2,4,3,0,0,0,2,1,1,0,1.0,0.8000000000000007,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.3875016009516394,22,0,1,0,2,5,4,0,0,0,1,3,1,0,0.5714285714285712,0.20000000000000015,0.5,28,30,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
92,0.9053572737915856,36,1,0,1,5,10,4,0,0,1,3,1,4,1,0.14285714285714235,0.7000000000000011,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9399698941758684,74,4,0,2,5,17,9,0,0,0,10,4,3,0,0.0,0.0,0.0,26,34,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.6525299484169693,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0.7142857142857135,0.09999999999999963,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.529379703313376,61,1,0,1,7,15,10,0,0,1,5,7,1,1,0.14285714285714235,0.0,0.5,26,35,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.5578817477588468,31,1,0,1,4,8,4,0,0,2,2,1,3,0,0.5714285714285712,0.20000000000000015,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.32687569531883176,22,1,4,0,4,6,3,0,0,0,2,0,3,1,0.4285714285714288,0.20000000000000015,0.5,36,28,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.3955857701139279,20,0,2,0,2,5,4,0,0,1,0,4,0,0,0.2857142857142865,0.09999999999999963,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.20482609114534303,30,0,0,1,3,9,5,0,0,0,2,4,3,0,0.4285714285714288,0.5999999999999996,0.5,27,31,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.2348066046127429,12,2,0,1,1,2,5,0,0,0,1,1,0,0,0.8571428571428577,0.5,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.554200626222277,39,1,3,0,3,8,6,0,0,1,5,0,2,0,0.4285714285714288,0.5,0.5,30,34,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
97,0.6445473413912141,29,0,0,3,1,4,6,0,0,2,0,0,2,0,0.4285714285714288,0.2999999999999998,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.3138914704221463,6,0,0,1,1,1,2,0,0,1,0,0,0,0,0.4285714285714288,0.4000000000000004,0.5,34,34,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,0.4279191242482417,4,0,0,1,1,1,1,0,0,0,0,1,0,0,0.7142857142857135,0.5999999999999996,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1804775892749685,21,0,1,0,3,7,4,0,0,0,3,4,0,0,0.5714285714285712,0.2999999999999998,0.5,34,37,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
99,0.6427020569580475,22,0,0,1,4,5,3,0,0,1,3,1,0,0,0.4285714285714288,0.20000000000000015,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2520498804820949,9,0,3,0,3,3,1,0,0,0,2,1,0,0,0.8571428571428577,0.5999999999999996,0.5,30,31,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,0.41955904778222597,38,4,0,1,5,8,7,0,0,1,1,2,4,0,0.2857142857142865,0.20000000000000015,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8859106823694322,38,2,1,0,7,9,4,0,0,0,4,5,0,0,0.5714285714285712,0.5,0.5,32,36,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101,0.4174547264500314,7,0,3,0,3,3,0,0,0,1,1,0,1,0,0.4285714285714288,0.09999999999999963,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.315970380130332,14,0,2,0,2,5,2,0,0,1,1,2,1,0,0.7142857142857135,0.4000000000000004,0.5,36,31,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
102,0.5731047512253528,41,0,2,0,3,9,6,0,0,0,5,3,1,0,0.4285714285714288,0.4000000000000004,0.5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.4868113566668069,19,1,1,0,4,5,2,0,0,0,3,2,0,0,0.5714285714285712,0.4000000000000004,1.0,34,26,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103,0.2935067958703172,23,0,4,0,4,8,3,0,0,0,1,0,7,0,0.4285714285714288,0.20000000000000015,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7946990796071245,30,0,0,1,6,8,2,0,0,0,5,2,1,0,0.8571428571428577,0.4000000000000004,0.5,30,27,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,0.5884355119029314,8,0,3,0,3,3,0,0,0,0,2,1,0,0,0.8571428571428577,0.5999999999999996,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2394688924204887,18,0,0,1,6,6,1,0,0,1,2,3,0,0,0.4285714285714288,0.2999999999999998,0.5,31,32,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.4632335471007243,28,1,0,1,4,8,3,0,0,2,2,1,3,0,0.5714285714285712,0.20000000000000015,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.4359960529351928,29,0,0,2,3,7,4,0,0,0,3,1,3,0,0.5714285714285712,0.2999999999999998,0.5,36,29,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
106,0.1554476949711817,11,0,1,0,2,4,3,0,0,0,0,2,2,0,0.5714285714285712,0.5999999999999996,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2310942498672681,41,0,2,0,4,10,8,0,0,1,3,5,1,0,0.8571428571428577,0.5,0.5,29,35,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
107,0.4730001236914244,16,0,1,0,1,4,3,0,0,3,0,1,0,0,0.4285714285714288,0.20000000000000015,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.4890933782430336,18,0,2,0,2,4,3,0,0,1,2,0,1,0,0.4285714285714288,0.20000000000000015,0.5,32,28,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,0.953168243271333,28,1,9,0,9,9,0,0,0,0,7,1,1,0,0.5714285714285712,0.5999999999999996,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6151496813269416,32,5,1,0,3,9,3,0,1,1,1,5,1,0,0.14285714285714235,0.4000000000000004,0.5,31,36,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,0.21951877345442009,8,0,3,0,3,4,1,0,0,0,0,0,4,0,0.8571428571428577,0.4000000000000004,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.34433908061478885,73,2,6,0,6,17,11,0,0,3,9,5,0,0,0.2857142857142865,0.20000000000000015,0.5,27,37,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
110,0.3307497161220034,4,0,1,0,1,1,1,0,0,1,0,0,0,0,0.4285714285714288,0.5,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.5696690510706429,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0.7142857142857135,0.5999999999999996,0.5,25,34,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
